,Radiant_team_id,Radiant_team_rating,Dire_team_id,Dire_team_rating,Radiant_hero1,Radiant_hero2,Radiant_hero3,Radiant_hero4,Radiant_hero5,Dire_hero1,Dire_hero2,Dire_hero3,Dire_hero4,Dire_hero5,Radiant_win,Radiant_fb,Radiant_10kill,start_time
29504,4,1160.77,2833354,1187.43,50,63,71,106,96,28,54,86,51,11,False,False,False,1482736263
29505,2163,1452,1838315,1491.97,100,43,111,106,29,20,55,80,9,18,True,True,False,1452708475
29506,1838315,1491.97,2006913,1291.81,60,7,20,76,12,41,68,23,88,74,True,True,False,1500695129
29508,5220225,1062.73,5026801,1398.97,91,38,3,77,11,16,109,37,13,53,False,True,True,1518493549
29509,111474,1084.27,350190,1338.47,53,87,49,111,93,55,106,68,94,100,False,False,False,1465051497
29510,111474,1084.27,36,1186.73,53,11,50,28,20,49,39,60,3,112,True,True,True,1430943881
29511,2634810,1192.02,5027210,1303.93,89,64,8,78,49,87,29,62,43,95,False,False,True,1517801861
29512,2555665,1177.54,3,1287.81,28,73,7,112,39,50,11,100,79,48,True,True,True,1448502980
29514,2151103,1000,2581813,1188.72,28,54,111,17,58,98,87,89,13,1,False,False,False,1478840170
29516,350190,1338.47,5026801,1398.97,89,109,30,120,46,86,49,103,10,13,True,True,True,1523791993
29517,4010347,1000,3968432,1073.18,96,57,26,106,8,28,63,46,98,2,False,True,False,1489833295
29518,15,1511.43,3331948,1203.45,96,75,107,46,98,63,74,30,16,1,True,True,False,1489299655
29521,3,1287.81,2512249,1155.77,55,74,5,50,19,26,12,51,90,1,False,True,True,1464386949
29522,1838315,1491.97,2783913,1160.23,79,98,2,29,1,107,50,41,34,10,False,False,False,1466943822
29523,20,1000,3326126,1254.42,50,16,111,70,67,2,107,98,68,17,False,True,False,1476950977
29524,15,1511.43,2163,1452,68,100,41,2,70,91,71,77,110,106,False,False,False,1501805037
29525,2860081,1093.46,2208748,1088.28,91,8,23,98,29,16,87,48,57,70,True,True,True,1480423432
29526,350190,1338.47,1375614,1360.51,66,18,87,61,13,53,20,30,67,99,True,False,True,1457011809
29528,2341834,1000,1529126,1037.26,66,43,53,27,57,107,41,30,39,109,False,False,False,1456264035
29529,3,1287.81,2701329,1087.32,69,53,20,13,106,74,102,107,112,89,False,False,True,1460856026
29532,5029583,1043.2,5006541,1000,65,31,7,95,76,51,101,8,11,2,True,True,True,1504928955
29533,1375614,1360.51,1910985,1306.77,86,51,6,53,21,11,52,5,61,16,False,False,True,1432291510
29535,2512249,1155.77,2642725,1028.65,41,74,30,18,62,20,29,50,76,70,True,True,False,1454709638
29537,2163,1452,1838315,1491.97,74,100,50,41,6,26,69,38,21,93,False,False,False,1457261369
29539,1375614,1360.51,39,1451.66,16,87,70,89,25,110,13,53,21,80,True,True,False,1495970747
29540,1520578,1094.09,5,1294.52,89,72,37,65,61,66,119,51,63,76,False,False,False,1520950048
29542,5192394,1134.43,2006913,1291.81,30,100,69,39,41,3,57,72,49,107,False,False,False,1516032090
29543,1520578,1094.09,726228,1396.74,38,20,65,98,56,110,41,112,49,106,True,False,False,1466239185
29544,5056726,1035.82,5006832,1035.7,3,104,107,81,34,79,10,16,76,83,True,True,True,1513175894
29545,1521260,1100.58,147,1000,55,87,74,50,10,101,8,20,102,73,True,True,True,1465792268
29546,15,1511.43,3214108,1401.12,13,68,51,18,65,50,16,99,41,101,True,True,False,1497469219
29547,2512249,1155.77,1333179,1200.19,50,55,81,21,53,106,60,43,31,88,False,False,False,1444683101
29548,1951061,1203.65,1520578,1094.09,62,55,8,5,98,49,87,107,77,51,True,False,False,1465879847
29550,726228,1396.74,543897,1523.46,28,29,68,13,10,84,20,51,90,11,True,True,True,1511335999
29551,1375614,1360.51,2640025,1232.58,5,8,14,33,39,91,16,18,71,74,True,True,True,1496124784
29553,36,1186.73,15,1511.43,38,30,62,39,77,58,43,65,106,87,True,False,True,1460831155
29554,4763262,1078.19,3262331,1066.55,31,53,107,46,104,7,50,25,65,80,True,True,True,1503651787
29557,3704482,1096.81,5004103,1000,53,88,64,70,39,68,28,97,44,46,True,True,False,1506529464
29558,2191966,1096.17,1931924,1000,97,7,64,106,15,26,100,47,90,72,False,False,False,1437948249
29560,1333179,1200.19,1520578,1094.09,91,3,49,15,53,72,62,25,51,112,False,False,True,1438641099
29562,5030031,1000,3725701,1123.25,40,64,63,71,46,27,65,51,13,10,True,True,True,1504869746
29563,36,1186.73,1883502,1568.6,16,50,8,62,54,9,28,68,38,70,False,False,False,1477241988
29565,2208748,1088.28,1951061,1203.65,20,38,88,15,1,3,102,7,12,35,False,True,False,1509620512
29567,2586976,1351.81,2642171,1201.24,37,104,107,74,18,86,9,88,54,46,True,True,True,1481416004
29571,1276785,1000,3018001,1134.47,51,30,110,95,20,37,114,8,13,88,False,True,False,1494679662
29572,36,1186.73,46,1171.65,76,38,3,91,39,107,41,111,56,22,False,False,True,1457883261
29575,464103,1131.39,2537636,1000,7,40,31,41,60,88,13,86,6,74,True,True,False,1497626151
29578,2633111,1032.18,2715644,1000,76,107,18,62,58,87,9,72,97,39,True,True,True,1455962561
29579,2524644,1000,726228,1396.74,69,111,13,106,55,30,38,18,60,85,False,False,True,1459843182
29583,1276785,1000,2789395,1088.66,84,111,9,88,1,16,87,103,17,56,False,False,True,1471687082
29584,3349045,1137.7,3409409,1000,65,87,109,107,8,114,5,104,25,67,True,True,True,1494324285
29585,2586976,1351.81,46,1171.65,72,85,112,55,73,100,39,50,1,68,True,True,False,1446915874
29586,5,1294.52,1960029,1000,74,86,112,18,28,38,69,67,43,31,True,True,True,1459250300
29589,46,1171.65,1520578,1094.09,52,3,86,71,8,62,39,51,92,15,False,True,False,1438138222
29590,3260216,1102.82,3725701,1123.25,13,87,28,4,47,31,7,9,58,114,True,True,False,1507286973
29591,2059672,1083.35,1520578,1094.09,112,88,69,94,81,39,62,86,51,35,False,True,False,1443898970
29595,1966890,1093.09,2578382,1000,66,76,30,61,88,20,74,58,47,55,True,True,True,1454789282
29599,2783913,1160.23,2533075,1085.05,16,9,8,3,11,84,90,99,73,51,True,True,True,1480112100
29600,2533075,1085.05,3929232,1034.62,84,35,60,86,95,28,63,87,88,106,True,True,True,1490378560
29601,5039050,1180.83,5059375,1123.97,100,57,64,72,53,30,15,103,13,12,False,True,False,1518540532
29602,1838315,1491.97,36,1186.73,90,8,84,29,17,107,65,18,74,75,True,False,True,1477559084
29603,3210352,1000,2789395,1088.66,65,8,111,28,76,87,41,103,63,88,False,False,True,1471433361
29604,5231224,1047.09,5124585,1000,37,16,76,86,49,103,41,27,109,75,True,False,True,1519390929
29605,2679744,1099.4,2710805,1000,102,11,37,48,26,106,5,88,8,63,True,False,False,1490451790
29606,2006913,1291.81,36,1186.73,3,7,69,47,94,31,88,19,91,81,True,False,True,1506783672
29610,2783809,1080.39,1105664,1031.53,28,91,26,98,93,87,74,18,31,99,False,True,False,1466935861
29611,3331948,1203.45,15,1511.43,7,13,92,6,99,107,27,72,61,39,False,False,False,1499591641
29612,2626685,1210.14,1520578,1094.09,102,5,8,69,13,15,86,51,84,46,True,False,True,1490515214
29616,2787008,1149.82,2783809,1080.39,38,20,31,98,48,32,43,2,93,112,True,False,True,1467550373
29617,3508243,1000,4100699,1064.46,37,57,75,82,40,5,23,46,95,98,False,False,False,1494770508
29620,1375614,1360.51,4,1160.77,72,26,29,101,11,39,54,25,30,65,False,False,True,1431607919
29621,1375614,1360.51,5,1294.52,58,38,26,48,73,30,69,13,110,54,True,False,True,1458990720
29623,2276247,1109.13,2006913,1291.81,11,50,28,85,65,112,46,18,7,86,True,True,False,1446750080
29625,1951061,1203.65,3349045,1137.7,107,68,69,13,1,84,30,63,65,75,True,False,False,1514100149
29628,2672298,1125.65,3715574,1201.9,75,51,65,8,47,68,71,55,9,81,False,False,False,1507071287
29629,5021898,1089.72,3346336,1000,64,88,18,114,13,31,53,92,41,39,False,False,True,1505034938
29630,3331948,1203.45,1375614,1360.51,7,68,99,4,22,16,92,63,28,39,True,False,False,1499410795
29631,15,1511.43,46,1171.65,11,86,25,100,8,52,99,50,7,16,True,True,True,1433494331
29634,350190,1338.47,3659536,1124.88,31,51,96,11,58,88,40,68,41,47,False,False,True,1506161068
29636,254140,1000,543897,1523.46,41,30,58,13,2,53,20,74,69,67,False,True,True,1458651395
29639,4425650,1160.59,1951061,1203.65,78,87,19,84,94,69,3,43,57,98,False,True,True,1511253188
29640,350190,1338.47,46,1171.65,74,65,26,70,60,58,69,72,13,87,True,True,False,1461328845
29642,4992601,1000,2006913,1291.81,88,75,13,18,49,112,71,69,8,47,False,True,True,1510070219
29643,543897,1523.46,2586976,1351.81,9,87,51,53,76,103,89,30,49,57,False,True,True,1520422195
29644,1836806,1208.81,2586976,1351.81,38,20,49,86,1,91,17,83,41,72,True,True,False,1468796003
29647,2006913,1291.81,2163,1452,55,3,106,25,48,72,28,79,74,88,True,False,False,1449147908
29648,350190,1338.47,2635099,1242.81,79,109,66,73,28,41,9,87,23,33,True,False,False,1469212980
29649,46,1171.65,2276247,1109.13,3,72,19,68,71,60,112,50,97,8,True,True,True,1448724005
29654,645123,1041.99,3971206,1181.88,90,16,74,20,6,84,8,11,37,33,False,False,True,1489428301
29657,1333179,1200.19,5,1294.52,100,12,60,26,39,7,11,90,106,51,True,False,True,1433504584
29659,4425117,1073.52,2552670,1159.36,5,65,99,16,11,64,88,15,104,106,True,True,True,1496235960
29662,2913028,1051.34,2672298,1125.65,23,84,38,9,59,65,103,41,30,46,False,False,False,1473022756
29666,1951061,1203.65,2776208,1000,114,73,37,70,100,54,107,50,16,74,True,True,True,1491912864
29667,15,1511.43,1836806,1208.81,16,25,100,95,37,5,88,7,80,43,True,False,True,1490424772
29673,1836806,1208.81,2860081,1093.46,6,91,15,20,50,41,84,101,65,39,True,False,False,1476871723
29675,2448833,1000,2496863,1053.33,50,51,106,47,33,11,28,87,60,54,False,False,False,1446933943
29677,3,1287.81,36,1186.73,112,11,55,71,8,72,62,3,17,61,True,True,False,1438105060
29678,3725701,1123.25,4369633,1086.27,38,63,87,14,34,112,39,107,20,98,False,True,False,1510311125
29680,2538621,1000,1983234,1048.33,28,72,21,87,25,50,11,7,51,39,False,True,False,1449226777
29684,2163,1452,2533075,1085.05,9,111,41,10,66,84,65,37,48,26,True,False,True,1480085104
29685,55,1140.79,2163,1452,22,111,30,73,104,74,20,53,1,87,False,True,False,1454087425
29686,1333179,1200.19,2581813,1188.72,27,23,7,46,109,88,13,86,77,106,False,False,False,1501891718
29687,67,1200.4,5065748,1167.85,68,19,78,107,34,79,16,86,47,6,False,False,False,1513823097
29688,26,1058.92,1883502,1568.6,91,7,39,56,2,51,11,20,30,16,True,False,True,1495375301
29690,726228,1396.74,4288603,1230.49,107,37,63,69,74,100,72,101,104,34,False,False,True,1521871148
29691,2634810,1192.02,2643401,1083.38,41,20,87,18,39,107,29,75,17,10,False,True,False,1468474976
29692,3704482,1096.81,4186376,1153.14,62,68,7,44,34,90,53,86,51,48,True,False,True,1499882828
29693,3619395,1000,3325212,1302.09,108,111,80,102,17,8,5,96,34,7,False,False,False,1484364651
29695,2512249,1155.77,2640099,1192.2,74,66,30,88,72,91,19,55,76,112,True,False,False,1454032812
29698,2791586,1000,2701329,1087.32,69,28,30,80,98,102,13,87,85,89,True,True,False,1463263864
29705,2640025,1232.58,4288603,1230.49,3,23,72,39,38,27,78,11,86,93,True,True,True,1514472200
29707,2913028,1051.34,2100741,1000,41,68,87,34,93,79,84,72,29,9,True,False,True,1479676382
29708,5004539,1000,4958284,1126.73,71,27,29,19,13,87,107,108,9,113,False,False,True,1511082893
29710,2586976,1351.81,36,1186.73,65,103,79,15,93,9,38,111,70,43,True,False,False,1470422574
29711,36,1186.73,2621843,1211.4,60,36,87,66,9,78,31,7,114,61,True,True,True,1505672966
29715,2581813,1188.72,543897,1523.46,20,28,31,88,34,85,13,26,92,12,False,True,False,1510406666
29716,2414095,1072.92,2626685,1210.14,16,50,107,70,46,28,54,30,8,2,False,True,True,1480496699
29717,5167588,1000,5039050,1180.83,3,103,45,16,11,60,30,58,12,47,True,False,True,1518355044
29718,2640025,1232.58,2776208,1000,58,28,26,39,18,43,30,8,41,7,True,False,False,1461042321
29720,3,1287.81,2672298,1125.65,53,75,91,19,78,50,13,62,18,55,True,False,False,1505408491
29722,1846548,1142.55,2538753,1068.9,53,30,10,13,16,111,41,58,74,81,True,True,True,1455037899
29724,5026801,1398.97,5051649,1125.96,13,30,23,12,33,40,31,107,106,18,False,True,False,1506817168
29726,5,1294.52,5027210,1303.93,19,68,107,76,102,53,43,16,23,109,True,True,False,1522559078
29727,1529126,1037.26,1804536,1000,85,52,71,7,11,39,72,87,60,46,True,True,True,1433270372
29728,3922738,1298.86,4324365,1000,86,51,11,15,38,16,101,95,39,97,True,False,False,1501362574
29729,1983234,1048.33,1951061,1203.65,28,88,79,48,39,8,90,86,51,97,False,True,False,1480399400
29730,3848449,1000,2621843,1211.4,28,87,14,42,76,91,19,70,30,61,False,True,False,1489245600
29731,2552670,1159.36,59,1070.62,79,41,9,68,6,7,98,111,59,12,False,True,True,1472829082
29732,1271771,1189.57,2390951,1138.54,55,50,72,21,62,11,28,75,82,3,False,True,True,1449405229
29733,2783913,1160.23,111474,1084.27,86,34,60,85,94,50,78,8,53,27,False,True,True,1467143189
29734,2635099,1242.81,20,1000,79,9,23,18,65,103,87,98,10,2,True,True,True,1468747214
29735,1148284,1109.51,350190,1338.47,3,55,68,39,42,69,72,21,86,75,True,False,False,1449569307
29736,3214108,1401.12,2701329,1087.32,79,106,70,9,2,86,108,88,96,76,True,False,False,1485557626
29737,2011234,1064.62,111474,1084.27,38,72,87,30,98,91,39,71,51,93,False,False,True,1431028680
29738,726228,1396.74,15,1511.43,86,16,32,54,49,7,68,62,81,39,False,False,False,1498795141
29742,1836806,1208.81,726228,1396.74,30,28,91,94,60,26,29,50,10,17,False,True,False,1463320519
29744,1838315,1491.97,350190,1338.47,103,87,15,54,17,66,26,65,34,6,True,True,True,1516699125
29745,4425650,1160.59,2208748,1088.28,62,64,100,8,21,88,30,39,1,108,False,False,False,1509008704
29746,464103,1131.39,4730907,1000,88,39,112,7,40,95,16,68,2,114,True,False,False,1499097320
29748,4,1160.77,111474,1084.27,11,3,88,30,1,91,19,50,78,38,True,True,False,1447495172
29752,3331948,1203.45,3,1287.81,68,49,107,72,65,64,16,47,66,8,True,True,True,1511593999
29753,350190,1338.47,1148284,1109.51,58,18,100,110,107,53,30,20,93,69,True,True,False,1459159684
29754,2738555,1066.91,2748441,1079.07,26,55,23,34,18,9,50,29,66,17,False,True,False,1470135597
29755,2783913,1160.23,111474,1084.27,84,8,104,63,7,79,65,28,54,46,False,True,False,1480158002
29758,2581813,1188.72,3659536,1124.88,75,82,86,98,29,37,97,28,44,74,False,True,False,1489565237
29759,2163,1452,543897,1523.46,57,15,107,87,76,60,79,97,70,11,True,False,True,1517725180
29760,3,1287.81,5196328,1067.11,112,11,49,23,63,100,12,68,69,43,False,False,False,1516153808
29761,5065748,1167.85,5027210,1303.93,79,19,16,38,98,57,107,30,49,12,False,True,True,1516331372
29763,5125078,1049.99,46,1171.65,16,30,49,72,39,19,87,7,76,65,False,True,True,1519643083
29766,1951061,1203.65,2640025,1232.58,26,29,74,110,8,65,6,111,76,107,False,False,True,1475661458
29767,111474,1084.27,1960029,1000,39,66,79,11,61,72,99,86,52,7,True,False,False,1432096597
29769,5021898,1089.72,5017210,1000,89,87,49,7,1,60,72,37,76,96,True,True,False,1517824787
29770,3336725,1000,3331948,1203.45,50,2,86,67,73,16,76,45,80,85,False,False,False,1476965028
29773,1927365,1000,24,1048.25,65,84,54,75,13,79,23,29,63,15,True,False,False,1471347065
29774,1520578,1094.09,3331948,1203.45,86,76,54,32,65,98,87,52,41,51,True,False,True,1479020861
29775,2734564,1000,2520702,1038.24,20,11,16,6,71,85,72,58,27,15,False,False,False,1455975294
29776,2640025,1232.58,3331948,1203.45,55,107,20,11,93,83,25,86,65,10,True,False,True,1491984106
29778,2640025,1232.58,3331948,1203.45,88,37,20,74,38,8,107,5,51,35,True,False,False,1489220301
29780,2006913,1291.81,3266312,1000,84,76,8,2,26,54,89,16,111,15,False,False,False,1478545229
29781,2640025,1232.58,726228,1396.74,38,107,74,55,54,2,110,30,12,80,True,False,True,1462250217
29785,726228,1396.74,4,1160.77,103,49,43,79,88,62,13,48,30,35,True,True,False,1514268053
29787,2659468,1165.6,3327985,1133.42,84,37,101,82,96,8,86,16,62,34,True,False,True,1478087832
29788,3783507,1031.26,3928852,1000,79,48,104,17,14,107,34,50,42,2,True,True,False,1488730115
29789,726228,1396.74,3547682,1156.43,27,7,25,41,55,23,68,39,18,65,False,False,True,1498536730
29791,15,1511.43,3326126,1254.42,91,104,26,73,65,8,89,16,79,9,True,True,True,1477740104
29793,3725701,1123.25,3586078,1172.24,88,54,2,75,74,28,8,37,108,49,False,False,False,1490950800
29797,2163,1452,5026801,1398.97,15,3,107,109,64,103,37,53,81,45,True,False,True,1519232169
29799,1271771,1189.57,1944771,1091.24,55,85,39,68,15,112,100,50,19,99,True,True,True,1448176557
29803,2621843,1211.4,3332295,1215.38,91,19,20,3,55,28,50,97,96,95,True,False,True,1490123638
29804,3705786,1000,2701329,1087.32,98,30,63,107,17,91,99,87,69,106,False,True,False,1483564197
29805,1333179,1200.19,2085365,1181.13,110,101,33,38,67,35,84,99,50,78,True,False,True,1427899331
29807,3336725,1000,3349045,1137.7,28,64,102,46,20,8,86,104,25,34,False,False,True,1491811948
29810,2581813,1188.72,24,1048.25,16,82,50,85,65,79,18,103,98,41,True,False,True,1471770634
29811,2208748,1088.28,2635099,1242.81,69,100,21,18,5,3,28,12,38,31,False,True,True,1449240092
29813,780202,1057.54,2152449,1029.33,25,60,52,86,53,7,101,99,74,49,True,True,True,1431291456
29814,39,1451.66,15,1511.43,52,51,92,56,112,72,7,86,11,100,True,False,False,1439062107
29815,1883502,1568.6,3,1287.81,55,91,43,71,72,53,26,66,22,70,False,False,False,1458386453
29816,1836806,1208.81,1375614,1360.51,111,76,38,10,91,23,41,30,109,34,False,False,True,1475847702
29817,3715574,1201.9,3,1287.81,5,16,57,76,36,55,106,110,41,71,True,True,False,1496257255
29818,1633432,1000,2640099,1192.2,30,43,69,40,3,38,26,74,6,20,False,False,True,1462402606
29820,1838315,1491.97,39,1451.66,23,98,68,10,97,111,2,16,8,1,False,True,False,1475214868
29824,5029919,1000,350190,1338.47,92,71,98,86,25,60,106,7,109,112,True,False,True,1505376000
29826,111474,1084.27,46,1171.65,6,30,49,102,65,79,38,9,107,10,False,True,True,1469290067
29829,2640025,1232.58,5,1294.52,8,32,30,29,94,97,95,107,110,43,False,False,False,1494398577
29830,3325252,1000,3331948,1203.45,16,68,43,78,67,84,38,92,42,35,False,False,False,1509628122
29832,5,1294.52,2163,1452,60,77,65,68,73,100,92,99,63,74,True,True,False,1502127470
29834,2512249,1155.77,2108395,1429.43,9,112,16,93,55,20,109,41,87,73,True,True,True,1470947163
29836,3586078,1172.24,350190,1338.47,86,98,84,11,20,108,8,5,9,34,True,True,True,1485176455
29837,1148284,1109.51,254140,1000,107,74,68,55,93,39,111,21,29,69,True,False,True,1452318990
29839,5,1294.52,726228,1396.74,86,2,9,48,84,16,8,76,87,14,False,False,False,1477730376
29840,5,1294.52,1520578,1094.09,97,8,86,32,95,102,70,75,71,11,True,False,True,1490268015
29841,4425650,1160.59,2626685,1210.14,79,9,16,29,15,112,78,20,86,49,False,False,False,1510315695
29843,4251435,1314.81,3,1287.81,16,5,74,72,65,86,7,25,14,63,True,True,True,1498528715
29847,1964407,1000,2006913,1291.81,107,51,86,95,98,80,96,87,66,77,False,False,False,1489169930
29848,4425650,1160.59,3349045,1137.7,90,71,99,28,49,107,87,16,13,54,True,False,False,1508145003
29850,1529126,1037.26,1055544,1000,7,39,112,12,68,25,91,4,22,18,False,False,False,1440619247
29851,3725701,1123.25,1105664,1031.53,102,86,63,46,48,37,97,32,1,17,True,True,True,1491490068
29852,1520578,1094.09,5,1294.52,86,70,74,23,102,97,106,5,8,60,False,False,False,1492243267
29857,2391283,1031.05,3851494,1000,114,2,5,70,106,63,86,13,29,6,True,False,True,1491660354
29858,2244697,1158.18,2512249,1155.77,20,65,10,60,98,53,111,107,74,48,False,False,False,1454540593
29859,2130545,1000,2107832,1048.88,26,93,94,54,5,13,100,11,33,4,False,False,False,1434893854
29860,1883502,1568.6,15,1511.43,41,84,16,66,40,88,90,7,52,95,True,True,False,1502226704
29861,67,1200.4,726228,1396.74,72,16,68,33,43,89,87,57,17,42,True,True,True,1520270689
29862,36,1186.73,2006913,1291.81,51,64,32,36,25,91,100,13,99,4,True,False,False,1507311602
29864,2677025,1082.49,3214108,1401.12,79,88,57,9,10,76,50,41,103,28,False,False,False,1474761365
29865,4,1160.77,726228,1396.74,19,27,47,30,52,86,83,77,43,108,False,True,False,1514013356
29866,2581813,1188.72,2108395,1429.43,30,19,72,13,94,16,43,86,65,76,True,True,True,1518611414
29868,2224698,1073.35,995707,1000,85,71,9,74,63,72,51,86,68,21,True,True,True,1432625414
29869,46,1171.65,2006913,1291.81,51,40,71,53,82,60,39,86,104,63,True,True,False,1498668807
29871,3,1287.81,2512249,1155.77,90,102,65,46,96,28,91,11,32,54,True,True,True,1486861008
29873,2610270,1000,1905619,1080.71,27,13,41,101,54,7,5,75,73,46,False,True,False,1499623636
29876,3785359,1068.27,3931472,1084.33,92,107,109,111,7,60,27,104,25,106,True,True,False,1506662649
29879,2512249,1155.77,2701329,1087.32,53,100,74,18,112,80,107,30,12,72,True,True,False,1458255897
29884,3319964,1000,2735023,1060.51,75,29,10,43,30,103,79,41,48,11,False,True,True,1473505847
29885,3207070,1000,3266322,1032,30,7,85,93,17,84,16,31,8,94,False,True,False,1474196489
29886,1883502,1568.6,4,1160.77,79,48,96,58,49,6,90,71,55,94,True,True,True,1479319391
29889,2512249,1155.77,2701329,1087.32,8,107,90,51,2,106,52,7,12,29,True,False,True,1485988971
29892,2246141,1000,2006913,1291.81,8,97,90,104,75,107,86,95,51,17,True,False,False,1490112879
29893,2163,1452,3547682,1156.43,65,28,86,89,9,90,88,37,17,8,False,True,False,1487902504
29894,2108395,1429.43,3718685,1100.67,83,65,86,63,39,114,110,95,74,2,True,False,True,1494147404
29895,2571536,1067.1,2464454,1000,51,86,64,73,14,87,106,112,12,41,True,True,True,1445861371
29896,2163,1452,39,1451.66,107,49,119,40,1,103,45,62,102,8,True,False,True,1520609504
29899,55,1140.79,2538753,1068.9,55,79,23,8,34,111,6,9,41,86,False,False,True,1468854098
29900,1218336,1094.91,3314510,1000,84,28,8,26,76,9,32,54,90,35,True,False,True,1478265004
29903,3705786,1000,2059672,1083.35,79,52,63,98,47,48,108,107,86,35,True,True,False,1484777034
29904,3704482,1096.81,1838315,1491.97,31,81,107,55,94,3,78,103,34,80,False,False,False,1511977284
29908,3922738,1298.86,4283567,1000,97,95,114,50,70,26,32,8,55,94,True,False,True,1494176903
29909,5044245,1000,5239174,1060.89,27,100,104,109,76,30,16,65,72,25,False,True,False,1522261449
29912,2746885,1029.78,1421914,1000,109,103,74,107,111,54,32,43,26,65,True,True,False,1465567738
29915,2586976,1351.81,111474,1084.27,91,99,49,50,59,66,13,41,9,103,True,False,True,1462863698
29919,2738555,1066.91,543897,1523.46,38,9,28,68,46,13,87,91,73,55,True,True,False,1463924321
29920,2163784,1047.72,2107791,1000,7,21,87,18,34,85,92,40,25,35,True,True,True,1433124054
29921,1105664,1031.53,543897,1523.46,7,11,87,30,69,39,112,106,84,47,False,False,False,1444561632
29923,2642725,1028.65,3,1287.81,85,27,22,58,10,74,3,90,99,9,False,False,False,1452287104
29924,46,1171.65,4429098,1000,58,27,114,69,9,68,107,65,45,63,False,True,True,1506101257
29925,3336725,1000,726228,1396.74,18,74,5,15,61,70,84,86,98,53,False,True,False,1478083837
29927,46,1171.65,36,1186.73,91,65,21,41,107,30,38,77,39,3,True,True,True,1462006567
29928,5026801,1398.97,5196328,1067.11,16,27,78,8,9,100,77,51,11,68,True,True,True,1516226324
29929,2108395,1429.43,39,1451.66,5,88,84,93,12,83,54,27,95,41,True,True,True,1493026942
29930,111474,1084.27,5039050,1180.83,100,13,30,81,74,15,78,60,87,49,False,True,True,1517947308
29931,4593848,1000,350190,1338.47,88,68,55,17,63,30,51,39,99,44,False,True,False,1498454371
29932,2163,1452,2642171,1201.24,74,79,10,51,2,38,91,87,93,13,True,True,False,1468522253
29933,2833354,1187.43,2626685,1210.14,19,16,30,49,82,66,60,43,23,77,False,False,False,1521882417
29935,3325252,1000,726228,1396.74,7,43,75,104,41,28,3,114,35,15,False,False,False,1507207060
29938,2546688,1031.01,1025734,1226.01,28,11,87,110,23,55,100,21,68,15,False,False,False,1446689744
29939,3331948,1203.45,726228,1396.74,31,69,23,41,45,3,65,51,114,113,True,True,False,1506252642
29940,1148284,1109.51,254140,1000,55,28,39,101,73,112,7,25,8,97,False,False,True,1445771859
29942,4,1160.77,3331948,1203.45,16,6,50,100,92,86,70,51,33,74,False,True,False,1477224667
29945,15,1511.43,543897,1523.46,19,68,28,44,40,43,120,111,119,20,True,False,False,1523084289
29948,2512249,1155.77,2217730,1000,73,103,28,50,88,69,62,74,110,18,True,False,False,1463449850
29949,3785359,1068.27,4763262,1078.19,27,7,4,9,12,13,40,86,71,36,False,False,True,1505485167
29950,2860081,1093.46,1951061,1203.65,86,98,93,65,107,28,62,54,87,17,False,False,False,1478596901
29956,3322396,1000,3326875,1269.74,28,90,98,50,9,5,8,88,70,107,False,False,True,1477052063
29957,1883502,1568.6,2790766,1241.4,60,58,111,43,41,40,7,5,9,12,True,True,True,1506089148
29959,4287101,1099.89,3258149,1000,60,41,64,39,13,100,68,16,11,18,True,False,True,1514541755
29960,2581813,1188.72,543897,1523.46,19,100,86,29,49,88,27,39,114,48,True,False,True,1516086156
29961,1905619,1080.71,4151852,1051.19,37,15,23,102,75,51,39,40,110,33,True,False,True,1498084414
29963,1375614,1360.51,2524644,1000,26,54,112,25,41,31,28,21,20,10,True,True,True,1464261872
29964,4369633,1086.27,350190,1338.47,7,39,112,1,22,3,60,40,109,104,True,True,False,1510222940
29966,2006913,1291.81,2790766,1241.4,16,86,50,98,39,7,40,99,91,75,True,True,False,1498562976
29967,1983234,1048.33,4,1160.77,8,5,100,96,74,88,50,63,7,13,True,True,True,1491556029
29968,15,1511.43,726228,1396.74,110,8,86,51,74,26,29,70,60,94,True,True,True,1462713761
29969,2581813,1188.72,3327985,1133.42,65,16,8,37,15,79,48,76,2,40,False,False,False,1479650033
29970,111474,1084.27,2085365,1181.13,25,65,100,44,80,84,51,87,106,11,False,True,False,1443645354
29973,3,1287.81,1718551,1115.78,42,68,38,53,8,69,39,86,12,40,False,False,False,1444859348
29977,2586976,1351.81,1846548,1142.55,112,28,43,1,78,60,55,31,95,76,True,True,True,1501795143
29978,5,1294.52,3326126,1254.42,65,62,111,43,56,23,90,8,29,104,False,False,False,1475836570
29979,1951061,1203.65,1983234,1048.33,41,20,69,103,34,54,32,29,74,5,True,False,False,1464529699
29980,39,1451.66,1838315,1491.97,55,84,21,73,30,69,82,50,3,88,False,False,False,1445208997
29981,2552670,1159.36,4186376,1153.14,51,90,7,54,74,102,107,37,8,109,True,False,True,1492182395
29982,2850822,1125.77,1863244,1000,16,20,29,98,109,38,84,73,75,25,True,True,True,1472054836
29986,111474,1084.27,1838315,1491.97,86,80,18,39,50,91,26,2,15,89,True,True,True,1463134526
29987,3851150,1137.66,3332295,1215.38,84,106,64,30,82,86,88,71,54,76,True,False,False,1487883792
29990,5026801,1398.97,350190,1338.47,79,38,94,52,72,103,86,19,12,108,False,True,False,1513303249
