,Radiant_team_id,Radiant_team_rating,Dire_team_id,Dire_team_rating,Radiant_hero1,Radiant_hero2,Radiant_hero3,Radiant_hero4,Radiant_hero5,Dire_hero1,Dire_hero2,Dire_hero3,Dire_hero4,Dire_hero5,Radiant_win,Radiant_fb,Radiant_10kill,start_time
14624,36,1186.73,2621843,1211.4,43,87,89,108,63,30,53,47,57,6,True,True,True,1522497596
14626,2822317,1000,3317512,1175.81,111,104,103,89,65,23,76,2,26,93,False,False,True,1475563366
14627,2743118,1000,2633111,1032.18,8,87,21,7,110,72,107,39,31,63,False,True,False,1455982337
14630,3476282,1047.84,2047484,1000,84,74,65,86,10,8,87,7,63,88,False,False,True,1481638196
14632,2533075,1085.05,2552670,1159.36,84,65,57,98,11,50,93,28,91,59,True,False,False,1477075244
14633,4258635,1000,645123,1041.99,7,27,74,71,15,16,64,25,20,36,False,False,True,1501445959
14635,2677025,1082.49,2527544,1000,32,38,50,1,22,55,87,7,93,49,True,False,False,1467755762
14636,2208748,1088.28,2626685,1210.14,16,84,41,86,46,104,75,76,30,109,True,False,True,1478522906
14637,4288603,1230.49,2643401,1083.38,5,70,16,96,94,97,32,54,30,76,True,True,True,1494488212
14638,2085365,1181.13,3,1287.81,55,39,71,3,8,100,106,5,43,33,True,True,True,1444840368
14639,5137325,1000,5140157,1073.64,107,86,108,39,114,57,27,76,28,59,False,True,False,1512476704
14640,3,1287.81,1375614,1360.51,68,13,16,77,57,72,111,88,29,43,False,True,False,1520412927
14641,2552670,1159.36,464103,1131.39,64,65,32,77,46,84,6,111,2,9,True,False,False,1495548459
14642,1838315,1491.97,111474,1084.27,80,28,84,57,109,91,54,51,20,73,True,True,True,1489431517
14647,5051649,1125.96,46,1171.65,100,57,68,41,39,16,86,78,76,12,True,False,False,1521711300
14649,2640025,1232.58,5,1294.52,8,37,107,11,7,16,25,104,54,110,False,True,False,1494389242
14651,26,1058.92,5056726,1035.82,36,91,64,38,59,31,65,107,25,63,True,False,False,1506437558
14653,4,1160.77,1520578,1094.09,16,111,18,69,21,88,75,29,74,80,False,True,True,1498540569
14655,2701329,1087.32,2791586,1000,102,54,74,101,64,28,30,2,43,63,False,False,False,1463261006
14657,2621843,1211.4,5229127,1243.49,30,72,100,104,55,66,16,39,42,101,False,False,False,1519747891
14658,5028104,1105.7,2512249,1155.77,60,13,87,10,78,79,28,48,16,43,True,False,True,1510859982
14659,2640025,1232.58,2163,1452,27,107,55,18,17,7,53,112,36,95,False,False,True,1501689968
14660,5167588,1000,2586976,1351.81,57,15,16,87,80,107,109,37,43,51,False,False,True,1521295013
14661,3763625,1040.14,3332295,1215.38,48,28,86,11,57,37,18,104,34,100,True,False,True,1488034983
14662,2006913,1291.81,2535294,1000,3,55,72,71,47,100,28,87,25,8,False,True,True,1448902205
14663,3331948,1203.45,726228,1396.74,84,72,87,39,103,3,16,29,43,114,False,False,False,1510655724
14664,3332295,1215.38,3848449,1000,28,86,74,88,72,63,18,5,46,38,True,False,False,1489149032
14667,4,1160.77,5036221,1050.02,103,87,48,41,37,100,30,77,33,43,True,False,True,1514440512
14669,15,1511.43,2586976,1351.81,23,65,18,27,17,97,88,112,8,39,True,True,True,1502399411
14673,2006913,1291.81,2538753,1068.9,80,64,77,13,30,100,74,68,106,55,True,True,False,1452266232
14674,1375614,1360.51,2635099,1242.81,107,87,55,15,63,50,65,85,109,54,True,False,False,1453365967
14675,1951061,1203.65,2860081,1093.46,88,90,106,100,18,97,28,5,95,72,True,True,True,1492517574
14676,2581813,1188.72,2659468,1165.6,41,103,87,72,12,20,29,74,26,106,False,False,True,1466589584
14677,3763318,1055.43,2581813,1188.72,40,13,50,16,25,100,70,87,53,35,False,False,False,1500037633
14682,2643401,1083.38,1983234,1048.33,5,104,109,28,46,37,107,51,11,95,True,True,False,1493973977
14683,98301,1000,2748441,1079.07,23,2,112,72,13,20,6,66,29,39,True,True,True,1470148397
14684,2659468,1165.6,2108395,1429.43,111,70,107,55,17,84,98,62,44,8,False,False,True,1477628072
14685,111474,1084.27,2535294,1000,39,85,87,72,65,91,55,3,106,12,True,False,False,1445454016
14686,1836806,1208.81,1520578,1094.09,84,54,26,55,11,86,70,41,76,33,False,False,True,1478440321
14690,3349045,1137.7,3325252,1000,8,87,32,48,16,5,54,104,14,25,False,True,True,1492495850
14692,2585648,1093.69,1090320,1000,7,11,3,73,60,39,112,85,91,81,True,True,False,1446405132
14693,2470246,1000,2199564,1079.19,72,51,26,75,15,112,55,25,59,46,False,False,True,1442103094
14694,5198700,1035.82,5266795,1000,15,100,13,77,87,72,3,103,60,61,True,True,False,1521092491
14695,2672298,1125.65,3513460,1000,79,2,107,8,15,16,9,103,47,89,False,False,False,1479256263
14696,2061104,1000,3444994,1044.31,5,55,71,8,43,75,54,13,104,33,False,True,True,1492682429
14697,5056726,1035.82,5154470,1000,107,27,54,78,13,16,68,58,21,41,True,False,True,1515512352
14698,39,1451.66,3659536,1124.88,107,68,40,41,16,5,7,9,61,11,True,False,True,1496826007
14701,1333179,1200.19,2350559,1080.32,106,40,46,100,73,60,39,51,112,56,True,True,False,1444781715
14703,3264479,1000,111474,1084.27,86,16,112,106,1,84,48,30,65,104,False,False,False,1484309820
14709,3,1287.81,3214108,1401.12,37,38,73,8,13,9,98,30,70,71,False,True,False,1477865239
14717,5259051,1037.4,1951061,1203.65,64,16,88,39,76,15,103,37,49,102,False,True,False,1522919379
14718,2512249,1155.77,2672298,1125.65,31,7,13,4,1,68,51,45,17,56,False,True,True,1505581541
14719,2581813,1188.72,543897,1523.46,79,88,54,16,74,65,37,86,13,10,True,False,True,1479727627
14720,254140,1000,2398232,1048.51,74,87,8,100,80,53,20,18,13,40,False,False,False,1460030531
14722,46,1171.65,2246141,1000,65,84,112,18,35,28,37,6,13,9,True,True,False,1479839344
14723,1905619,1080.71,4251435,1314.81,23,15,68,108,46,60,5,13,6,25,False,True,False,1498496413
14724,2533075,1085.05,1838315,1491.97,107,35,88,92,98,37,106,14,97,109,False,False,False,1489244116
14726,5011202,1133.78,2639166,1000,37,114,28,69,63,60,75,65,70,58,True,True,False,1504882950
14727,1951061,1203.65,5,1294.52,86,51,58,49,21,11,55,30,15,62,True,True,True,1432126352
14729,543897,1523.46,254140,1000,79,8,75,28,59,65,111,107,9,44,True,False,True,1474806888
14732,111474,1084.27,1883502,1568.6,91,19,38,40,106,11,85,51,3,59,True,True,False,1445540465
14734,2535378,1094.42,5,1294.52,39,7,2,101,94,106,61,91,19,25,False,False,True,1444620533
14735,2860081,1093.46,2626685,1210.14,87,65,17,6,20,41,103,101,104,13,True,True,True,1474378992
14738,1983234,1048.33,1520578,1094.09,25,12,110,11,28,71,52,26,39,62,False,False,False,1431001703
14739,5326189,1091.31,942716,1000,38,90,53,45,70,9,27,69,22,23,True,True,False,1522258825
14741,4997871,1036.45,3349045,1137.7,7,87,43,57,72,60,31,23,35,77,False,True,False,1510302932
14744,15,1511.43,726228,1396.74,60,55,92,18,36,100,40,87,29,106,False,True,True,1507451913
14747,4,1160.77,5,1294.52,39,111,53,6,7,43,88,100,55,114,False,False,False,1506498324
14748,2108395,1429.43,543897,1523.46,103,19,26,72,69,119,13,62,49,80,True,False,False,1521014901
14749,2552670,1159.36,2759317,1000,111,107,39,88,70,55,32,87,18,96,False,True,True,1469472907
14751,3700503,1000,2913028,1051.34,57,6,74,7,34,108,37,2,104,38,True,False,True,1482103896
14753,36,1186.73,46,1171.65,28,23,65,112,59,91,18,104,101,19,True,True,False,1477255184
14754,15,1511.43,20,1000,51,87,63,8,94,107,48,55,17,37,True,False,True,1483419900
14755,3706823,1149.63,3704046,1000,11,45,51,17,33,80,27,14,41,106,True,False,True,1489399271
14756,2533075,1085.05,3929232,1034.62,90,99,100,47,104,107,11,54,37,28,False,True,True,1490387036
14757,46,1171.65,1836806,1208.81,96,86,84,44,93,97,54,87,74,3,True,False,False,1490771288
14759,5097652,1000,5039050,1180.83,100,30,43,104,9,72,87,60,53,76,False,True,False,1521032453
14761,3586078,1172.24,543897,1523.46,51,16,20,47,72,89,87,9,108,76,False,False,True,1518415877
14762,2622695,1000,2672298,1125.65,65,87,98,84,63,79,29,109,101,22,False,False,True,1469065292
14765,3718685,1100.67,4289066,1000,83,5,2,56,76,55,37,70,84,46,True,True,True,1494337566
14767,20,1000,1983234,1048.33,107,8,86,74,51,32,18,69,17,64,False,True,False,1477914020
14770,2927480,1000,2799801,1121.13,87,97,64,44,34,79,108,8,52,49,False,False,False,1484827113
14772,36,1186.73,111474,1084.27,62,65,20,77,74,28,86,53,110,39,True,False,True,1465398986
14773,726228,1396.74,1520578,1094.09,85,73,10,8,112,106,100,68,11,102,True,False,False,1445591009
14775,5026801,1398.97,5020794,1000,68,16,107,9,56,51,11,26,29,8,True,True,True,1515445378
14776,4251435,1314.81,4372042,1219.81,13,72,112,60,82,51,46,86,48,23,True,False,True,1496269507
14777,1884355,1113.94,2672298,1125.65,32,55,87,10,39,98,111,100,93,69,True,False,False,1467854193
14778,2414475,1000,1836806,1208.81,107,87,72,39,53,62,74,20,80,40,False,True,True,1459846060
14779,645123,1041.99,3971206,1181.88,57,11,5,23,67,88,74,30,56,28,False,False,False,1493313257
14782,5,1294.52,2640025,1232.58,76,107,41,90,15,62,28,18,87,35,False,False,False,1474810068
14783,5065748,1167.85,3715574,1201.9,84,13,86,20,74,28,9,27,16,109,False,True,False,1510511438
14784,3753465,1000,3885677,1031.26,50,2,75,63,42,7,97,87,93,88,False,False,False,1487853777
14786,2626685,1210.14,3326126,1254.42,28,54,32,112,34,23,50,8,49,16,False,False,False,1477620670
14789,2789717,1169.95,2579635,1000,53,20,13,81,62,41,30,21,33,106,True,True,False,1459879486
14792,24,1048.25,1148284,1109.51,72,100,51,47,22,74,71,43,30,62,False,False,True,1452231906
14794,3547682,1156.43,2586976,1351.81,100,25,37,106,104,114,87,95,88,65,True,True,False,1490757370
14798,39,1451.66,3,1287.81,86,13,58,19,94,16,68,85,81,9,True,True,False,1510517700
14800,36,1186.73,4100699,1064.46,16,87,53,70,17,51,39,86,108,95,True,True,True,1498487994
14801,1375614,1360.51,111474,1084.27,91,26,49,72,29,53,110,86,43,18,True,False,False,1463170661
14802,2512249,1155.77,1276923,1000,20,74,88,94,65,55,3,101,46,72,True,False,True,1453159158
14803,2246141,1000,2790766,1241.4,97,54,84,111,8,28,50,14,70,94,True,True,True,1479756604
14804,2621843,1211.4,1375614,1360.51,74,111,53,77,31,55,26,72,19,91,False,False,True,1453882540
14805,5,1294.52,1951061,1203.65,39,71,91,86,8,72,7,74,25,55,True,True,False,1444804000
14809,5066616,1000,2634810,1192.02,49,87,43,86,38,100,57,27,94,41,False,True,True,1517982848
14810,3442385,1029.86,2272664,1000,84,79,29,35,6,57,30,16,76,67,False,True,True,1480806459
14812,5068967,1030.85,2006913,1291.81,103,112,72,12,86,85,13,27,42,34,False,False,False,1513627897
14813,3725701,1123.25,5051765,1000,72,87,103,40,45,15,62,89,8,19,True,False,True,1521176975
14815,2581813,1188.72,1148284,1109.51,107,55,54,87,21,68,41,100,8,65,False,False,False,1464343410
14816,2833354,1187.43,15,1511.43,28,11,55,87,63,91,65,60,106,40,True,True,False,1482064594
14817,3335660,1000,5,1294.52,86,41,23,109,39,28,54,91,20,11,True,False,True,1480148812
14818,2537823,1000,2384932,1144.84,28,31,25,106,68,11,50,3,7,12,False,True,True,1449165075
14819,2533075,1085.05,3704482,1096.81,55,87,112,98,12,40,80,7,111,70,False,False,False,1499363216
14824,4426165,1154.14,2714312,1205.68,60,53,39,50,4,40,51,64,16,63,False,True,True,1507955994
14826,1520578,1094.09,5027210,1303.93,60,65,87,81,46,23,63,27,104,13,False,False,True,1507371082
14827,3331948,1203.45,2634810,1192.02,16,103,8,5,72,79,23,2,48,98,True,False,True,1474700869
14828,350190,1338.47,2108395,1429.43,19,27,16,65,61,100,34,75,12,69,True,False,True,1515737059
14829,3586078,1172.24,350190,1338.47,62,34,75,109,104,27,103,12,38,74,False,True,True,1515669120
14831,2163,1452,4251435,1314.81,16,22,38,77,63,7,1,5,57,21,True,True,True,1500769437
14832,3334209,1053.59,2538753,1068.9,79,16,23,1,88,91,55,111,13,81,True,True,True,1475953710
14833,1520578,1094.09,2524644,1000,53,26,60,13,67,76,9,30,104,73,True,True,True,1459859463
14835,2606664,1030.53,3551323,1000,79,48,52,38,21,57,16,37,59,76,True,True,False,1481740412
14836,36,1186.73,1883502,1568.6,66,20,13,80,8,53,62,30,74,18,True,False,True,1461246360
14837,5197722,1116.64,2586976,1351.81,43,87,60,104,109,103,86,13,77,94,False,False,True,1519146416
14838,4,1160.77,3214108,1401.12,79,48,55,49,58,37,9,16,89,87,False,True,True,1481227172
14839,4251435,1314.81,2512249,1155.77,23,5,99,8,17,60,33,75,18,13,False,False,True,1498524673
14840,2854942,1056.75,2233998,1032.21,54,88,57,76,30,48,65,17,75,33,True,True,True,1475550537
14842,1983234,1048.33,3336725,1000,76,57,18,51,25,28,84,64,46,63,True,True,True,1478594585
14844,2783913,1160.23,2621843,1211.4,53,62,22,26,19,66,107,81,46,55,False,True,False,1458849609
14845,1951061,1203.65,2643401,1083.38,41,74,5,50,109,58,12,69,26,8,True,False,True,1459069024
14846,3885579,1000,3339998,1040.53,114,28,50,95,76,5,63,51,2,13,False,True,False,1491744085
14848,2621843,1211.4,2006913,1291.81,28,70,5,61,98,86,102,66,77,16,True,True,True,1490381361
14849,2767921,1000,2789395,1088.66,107,28,13,27,94,30,2,25,110,93,True,True,True,1463731510
14850,527114,1045.4,1521260,1100.58,38,26,8,106,110,74,55,103,50,44,False,True,False,1467254355
14851,3336725,1000,1520578,1094.09,107,90,17,55,6,86,108,88,8,74,True,True,False,1482054779
14852,2217730,1000,2640099,1192.2,107,38,79,102,109,73,111,65,103,93,False,True,False,1462391229
14854,24,1048.25,1276785,1000,37,8,88,84,94,16,107,9,4,90,False,False,True,1479988405
14859,4326237,1000,4426165,1154.14,31,41,95,13,23,7,30,40,39,5,False,False,True,1502723719
14860,1983234,1048.33,4,1160.77,79,48,29,34,86,76,23,65,70,64,False,False,False,1474966194
14861,24,1048.25,2767921,1000,91,81,31,28,76,69,30,41,56,99,True,False,False,1462276393
14862,350190,1338.47,543897,1523.46,88,31,102,80,13,84,40,114,87,98,False,False,False,1506427609
14864,59,1070.62,2783913,1160.23,23,9,38,1,68,16,84,93,32,104,True,True,False,1472578467
14865,36,1186.73,2621843,1211.4,58,53,30,77,74,38,69,21,18,50,True,False,True,1461171521
14866,2640099,1192.2,3,1287.81,107,76,112,56,28,91,19,101,69,78,True,True,True,1459457964
14872,543897,1523.46,2224197,1141.25,39,52,99,79,71,85,25,30,6,80,False,True,True,1432894264
14873,3,1287.81,39,1451.66,58,100,15,49,35,86,72,103,45,29,True,False,True,1518659895
14874,2722185,1000,1218336,1094.91,84,9,6,79,16,28,26,86,95,34,False,False,False,1478430587
14876,2551764,1000,2684248,1059.04,106,50,69,47,26,28,21,74,68,62,False,False,True,1452733485
14877,2512249,1155.77,2640099,1192.2,38,26,107,1,52,74,55,111,18,91,False,True,False,1464052047
14878,2538753,1068.9,3330347,1000,103,91,81,13,88,6,9,55,112,84,True,True,False,1474643304
14879,111474,1084.27,15,1511.43,50,89,85,49,38,71,3,74,1,68,True,False,True,1450594388
14880,3580606,1203.37,2672298,1125.65,50,38,109,107,98,96,86,106,91,18,False,False,False,1489271666
14881,2247668,1000,862976,1093.96,31,64,97,8,17,11,7,72,86,102,False,False,False,1436832855
14882,3326126,1254.42,4,1160.77,16,98,50,77,100,8,86,88,2,18,False,True,True,1476252564
14885,5001936,1000,3785359,1068.27,60,64,104,39,109,77,87,28,11,29,False,False,False,1515481324
14886,2006913,1291.81,1148284,1109.51,39,100,12,112,55,62,85,50,17,44,True,False,True,1437952499
14888,5028043,1085.71,2672298,1125.65,31,51,39,45,73,7,36,3,69,56,True,True,True,1506894454
14889,2277781,1034.02,2170317,1000,85,26,21,59,46,50,1,7,74,15,False,False,True,1436728213
14890,2519319,1389,36,1186.73,69,31,64,1,40,79,7,42,15,34,True,True,True,1444230131
14892,1838315,1491.97,2920471,1036.79,3,7,45,114,46,86,83,97,13,1,True,False,True,1506255061
14893,2634810,1192.02,726228,1396.74,88,90,19,44,34,86,54,8,52,78,False,False,False,1478330436
14894,4,1160.77,1884658,1000,92,39,6,20,53,72,86,25,29,8,True,True,True,1431260771
14899,5051649,1125.96,3931002,1073.15,51,15,27,13,80,30,39,16,12,53,True,True,True,1518893113
14900,2538753,1068.9,1869482,1000,55,13,10,71,54,65,111,84,1,98,True,True,True,1475939007
14901,20,1000,726228,1396.74,54,55,5,65,75,41,6,50,3,17,False,True,True,1467018214
14902,2701329,1087.32,3705786,1000,102,52,79,70,106,37,55,71,39,41,True,True,True,1483568048
14904,2640025,1232.58,3547682,1156.43,107,8,96,87,35,75,100,86,102,48,True,True,False,1491106678
14905,4817847,1000,1951061,1203.65,28,17,54,120,101,100,34,30,102,77,False,False,False,1522833250
14906,1838315,1491.97,3214108,1401.12,95,64,39,23,102,83,65,25,48,37,False,False,False,1495772952
14908,2790766,1241.4,111474,1084.27,65,48,3,89,98,86,54,62,104,34,True,True,True,1483383788
14910,1633432,1000,2244697,1158.18,7,86,96,72,22,52,71,79,112,46,False,True,False,1436994013
14911,3715574,1201.9,726228,1396.74,7,87,25,108,12,88,43,111,114,69,True,True,True,1507807170
14912,111474,1084.27,15,1511.43,80,66,86,8,39,107,43,72,111,103,True,True,False,1452764981
14913,15,1511.43,36,1186.73,50,100,25,17,77,72,39,87,7,55,True,True,False,1438200069
14914,2639569,1000,2655150,1030.31,50,31,97,8,11,69,7,112,21,72,False,False,False,1450747850
14916,2686375,1100.8,5059375,1123.97,107,33,112,39,80,19,30,8,55,47,True,False,False,1515867223
14917,159819,1000,2277781,1034.02,26,75,63,97,41,52,49,50,64,61,False,False,False,1433100061
14919,3659536,1124.88,2659468,1165.6,87,28,48,88,34,96,86,76,57,8,False,False,False,1488635385
14920,543897,1523.46,2108395,1429.43,60,78,112,46,39,103,77,86,76,102,True,True,True,1518080385
14922,24,1048.25,1148284,1109.51,91,19,87,7,36,100,55,106,31,46,True,False,False,1445591029
14924,2276247,1109.13,2293413,1000,19,72,3,60,46,91,11,80,7,87,False,False,True,1431626429
14925,2767585,1000,2701329,1087.32,80,26,8,73,7,110,43,54,112,93,False,True,False,1458693182
14926,5048783,1072.56,4997833,1000,38,64,83,52,17,71,13,15,35,9,True,False,False,1510573439
14927,1983234,1048.33,2224698,1073.35,39,25,86,110,28,7,52,77,5,47,False,True,False,1431094662
14928,1836806,1208.81,2512249,1155.77,9,6,86,78,90,111,73,23,2,53,True,False,False,1470691206
14929,5048783,1072.56,5063723,1048.43,64,96,84,8,74,50,29,89,72,45,True,False,True,1511579741
14933,46,1171.65,2163,1452,83,110,54,65,76,86,106,28,33,63,False,False,False,1494703501
14935,3704482,1096.81,3326680,1202.21,96,20,106,14,82,86,63,16,76,100,False,False,True,1487869595
14936,2512249,1155.77,2640099,1192.2,16,9,91,49,50,73,38,87,54,75,True,True,True,1462557591
14937,2783913,1160.23,2538753,1068.9,53,74,9,112,69,38,66,76,3,22,True,True,True,1460139014
14939,2244697,1158.18,2006913,1291.81,7,39,51,87,70,52,79,16,1,47,False,False,False,1437945199
14940,2006913,1291.81,2621843,1211.4,60,7,64,95,9,53,71,86,77,34,False,False,True,1505318544
14943,3659536,1124.88,2581813,1188.72,84,19,44,65,12,112,107,55,93,43,False,False,False,1511272169
14945,1804536,1000,1883502,1568.6,112,62,55,106,93,100,89,3,1,47,True,True,True,1435849476
14946,111474,1084.27,1804536,1000,65,85,72,53,64,100,112,104,68,44,True,False,True,1445266894
14954,2640099,1192.2,2527544,1000,69,80,98,103,87,107,14,53,94,110,True,False,True,1463193140
14955,2640025,1232.58,5,1294.52,80,30,60,85,67,20,74,38,92,18,True,False,True,1459512643
14957,2640025,1232.58,15,1511.43,60,20,86,46,54,25,87,7,18,77,False,False,False,1452333336
14958,2776208,1000,726228,1396.74,111,65,107,8,13,38,20,41,6,39,False,False,False,1463731524
14959,543897,1523.46,24,1048.25,50,73,7,28,79,72,68,60,49,30,True,False,True,1444312733
14960,4001424,1000,5063723,1048.43,60,27,97,114,39,7,9,16,68,59,False,False,False,1507715904
14961,15,1511.43,2512249,1155.77,28,23,98,111,93,38,50,49,91,89,True,True,True,1468033159
14962,2777247,1242.13,2860414,1000,87,107,55,18,34,28,62,43,111,29,True,False,True,1466336024
14963,1276923,1000,2512249,1155.77,53,107,22,68,77,30,41,66,47,1,False,False,True,1454028437
14965,2790766,1241.4,2533075,1085.05,6,63,65,30,49,51,11,107,104,101,True,False,True,1483042687
14966,5207440,1000,3971206,1181.88,49,84,29,86,6,3,32,95,97,106,False,False,False,1523037948
14967,2552118,1176.13,726228,1396.74,6,23,111,17,60,79,32,55,93,26,True,False,False,1469171080
14969,726228,1396.74,1951061,1203.65,62,55,86,8,39,30,18,69,91,13,False,True,True,1459835011
14974,2154521,1000,2428374,1032,25,7,90,12,100,52,91,102,104,19,False,False,True,1436920717
14975,2343061,1033.45,1529126,1037.26,11,7,30,51,21,39,38,52,79,8,False,False,False,1432485900
14976,2519319,1389,1838315,1491.97,55,100,28,36,39,11,31,50,51,42,False,False,False,1445189024
14977,2414475,1000,726228,1396.74,103,10,57,87,75,41,76,23,86,70,False,False,True,1474437653
14980,1633432,1000,2512249,1155.77,26,28,111,13,48,110,55,27,49,67,False,True,False,1464221349
